,tick_based
8891,1488.306206
8892,1490.607554
8893,1490.746259
8894,1491.699275
8895,1492.626137
8896,1493.232777
8897,1494.397475
8898,1495.522545
8899,1497.478971
8900,1495.431678
8901,1497.195606
8902,1498.756
8903,1500.707534
8904,1503.227021
8905,1502.292388
8906,1502.637272
8907,1503.47051
8908,1504.629789
8909,1505.278221
8910,1505.983451
8911,1507.233728
8912,1509.578708
8913,1510.397478
8914,1511.521584
8915,1512.479845
8916,1512.782888
8917,1513.597706
8918,1514.231232
8919,1513.592644
8920,1514.999389
8921,1517.819008
8922,1519.234958
8923,1519.926277
8924,1520.973574
8925,1522.097634
8926,1522.075754
8927,1523.823959
8928,1525.216579
8929,1525.680776
8930,1527.390533
8931,1528.954869
8932,1529.443674
8933,1528.682422
8934,1529.956932
8935,1531.528605
8936,1532.095632
8937,1533.424837
8938,1534.630849
8939,1535.095901
8940,1535.745101
8941,1537.704198
8942,1539.367288
8943,1540.490745
8944,1543.531801
8945,1543.586691
8946,1543.464727
8947,1543.337112
8948,1543.039834
8949,1543.748182
8950,1543.571646
8951,1544.992369
8952,1546.186548
8953,1547.023033
8954,1548.191781
8955,1549.439165
8956,1551.772497
8957,1552.680847
8958,1554.392704
8959,1556.266224
8960,1558.360744
8961,1559.390328
8962,1561.557886
8963,1564.319269
8964,1566.914278
8965,1568.484562
8966,1568.064341
8967,1569.770539
8968,1571.277135
8969,1571.77052
8970,1574.358787
8971,1575.202979
8972,1574.987905
8973,1575.396812
8974,1576.457767
8975,1575.806446
8976,1575.785069
8977,1575.723184
8978,1575.355756
8979,1573.435004
8980,1573.733476
8981,1574.020393
8982,1575.366334
8983,1575.070306
8984,1574.567488
8985,1574.446523
8986,1572.501565
8987,1572.21211
8988,1572.487084
8989,1572.606737
8990,1571.790936
8991,1569.916075
8992,1566.318385
8993,1564.219589
8994,1562.878569
8995,1561.085429
8996,1561.095546
8997,1558.660121
8998,1556.693664
8999,1555.202304
9000,1551.894567
9001,1549.374167
9002,1547.871951
9003,1545.043078
9004,1542.499462
9005,1541.331653
9006,1539.64658
9007,1538.557046
9008,1535.414938
9009,1533.346899
9010,1531.129408
9011,1528.858622
9012,1527.611695
9013,1528.593816
9014,1529.305036
9015,1526.334743
9016,1526.151678
9017,1524.255645
9018,1523.657969
9019,1522.609021
9020,1521.853516
9021,1521.491719
9022,1521.254177
9023,1519.88578
9024,1518.685051
9025,1518.089051
9026,1517.744256
9027,1517.376365
9028,1517.744672
9029,1517.640654
9030,1515.899393
9031,1514.178123
9032,1513.339371
9033,1511.57677
9034,1512.172586
9035,1511.127552
9036,1511.930855
9037,1510.717307
9038,1511.258925
9039,1510.318433
9040,1510.674953
9041,1511.014305
9042,1511.473942
9043,1512.865425
9044,1513.787147
9045,1513.863612
9046,1513.149586
9047,1513.039615
9048,1513.823042
9049,1514.781171
9050,1515.586111
9051,1499.215045
9052,1513.196081
9053,1513.100657
9054,1514.077274
9055,1514.040796
9056,1514.138962
9057,1514.667423
9058,1515.514911
9059,1517.303349
9060,1516.923074
9061,1517.746571
9062,1517.402251
9063,1516.680232
9064,1517.367355
9065,1518.223157
9066,1519.329781
9067,1521.029904
9068,1520.296434
9069,1520.141769
9070,1521.654471
9071,1522.470719
9072,1523.226015
9073,1523.490097
9074,1525.14619
9075,1525.971956
9076,1525.450354
9077,1524.122522
9078,1524.100399
9079,1524.755059
9080,1524.05003
9081,1524.896582
9082,1525.899684
9083,1525.104772
9084,1524.960298
9085,1526.407817
9086,1526.579619
9087,1526.839615
9088,1527.816278
9089,1528.070867
9090,1528.381496
9091,1529.246832
9092,1529.533253
9093,1529.290152
9094,1529.109526
9095,1528.242601
9096,1527.242166
9097,1526.955064
9098,1525.827848
9099,1526.182472
9100,1525.504356
9101,1525.145726
9102,1524.259652
9103,1524.627263
9104,1523.575193
9105,1523.86645
9106,1522.735135
9107,1522.228481
9108,1522.601442
9109,1520.599073
9110,1519.916013
9111,1519.495438
9112,1518.724654
9113,1518.90276
9114,1518.789289
9115,1519.50546
9116,1518.817523
9117,1518.429816
9118,1518.060333
9119,1517.345511
9120,1517.96709
9121,1519.148392
9122,1519.64698
9123,1519.299787
9124,1517.739287
9125,1517.610455
9126,1518.46185
9127,1518.146019
9128,1515.577243
9129,1513.565717
9130,1514.170741
9131,1512.687496
9132,1512.827631
9133,1514.39431
9134,1516.854028
9135,1517.860718
9136,1517.924696
9137,1519.358418
9138,1519.031158
9139,1520.139205
9140,1520.056552
9141,1520.710511
9142,1521.369528
9143,1523.179055
9144,1522.824291
9145,1522.712873
9146,1522.358562
9147,1522.84099
9148,1524.087687
9149,1525.097306
9150,1525.763955
9151,1527.504448
9152,1527.539576
9153,1526.943134
9154,1525.319276
9155,1525.78399
9156,1527.290846
9157,1526.768512
9158,1527.114979
9159,1527.6265
9160,1527.970841
9161,1527.322664
9162,1526.927476
9163,1527.111737
9164,1527.402229
9165,1527.585419
9166,1527.263681
9167,1526.405257
9168,1525.34117
9169,1524.695374
9170,1524.164174
9171,1524.133031
9172,1522.977728
9173,1522.533792
9174,1522.199543
9175,1522.760328
9176,1523.093815
9177,1523.8977
9178,1522.651298
9179,1522.434644
9180,1521.686492
9181,1520.405453
9182,1518.40202
9183,1517.463107
9184,1517.532002
9185,1515.505054
9186,1516.207183
9187,1515.224586
9188,1514.399379
9189,1512.256825
9190,1511.478234
9191,1512.041931
9192,1511.550909
9193,1511.776495
9194,1511.518155
9195,1511.866378
9196,1512.227257
9197,1512.049514
9198,1512.090939
9199,1511.648222
9200,1510.762788
9201,1508.895196
9202,1509.472206
9203,1510.467384
9204,1511.096799
9205,1511.06198
9206,1511.242612
9207,1510.370957
9208,1510.364774
9209,1510.495712
9210,1511.296673
9211,1511.805849
9212,1511.497177
9213,1510.902823
9214,1510.568124
9215,1509.92198
9216,1510.574835
9217,1510.341566
9218,1509.741587
9219,1508.717463
9220,1508.431946
9221,1508.768874
9222,1507.370785
9223,1506.35375
9224,1507.808843
9225,1507.479059
9226,1508.39606
9227,1508.150441
9228,1508.047699
9229,1506.547806
9230,1505.951676
9231,1506.54709
9232,1517.354966
9233,1513.170114
9234,1513.779929
9235,1514.608275
9236,1513.762182
9237,1513.428053
9238,1513.131191
9239,1513.714287
9240,1513.923997
9241,1514.780693
9242,1514.718653
9243,1515.348246
9244,1515.626413
9245,1518.043544
9246,1517.467118
9247,1518.473212
9248,1519.76984
9249,1518.96737
9250,1519.269308
9251,1519.605249
9252,1521.467979
9253,1521.395146
9254,1519.96304
9255,1519.962326
9256,1519.588823
9257,1518.243306
9258,1517.037542
9259,1517.416305
9260,1516.617528
9261,1518.021168
9262,1518.077293
9263,1518.774849
9264,1520.345104
9265,1520.985331
9266,1521.802883
9267,1522.43187
9268,1521.686947
9269,1520.222338
9270,1520.746118
9271,1520.987718
9272,1521.505881
9273,1522.655695
9274,1522.919395
9275,1522.1282
9276,1521.415339
9277,1520.344953
9278,1520.338146
9279,1520.068575
9280,1519.640805
9281,1520.287249
9282,1520.91245
9283,1522.047121
9284,1521.618581
9285,1520.622887
9286,1520.553547
9287,1519.465139
9288,1519.984387
9289,1519.217425
9290,1518.82142
9291,1518.142592
9292,1518.588818
9293,1519.50431
9294,1520.155916
9295,1519.878519
9296,1519.941162
9297,1521.892978
9298,1522.901041
9299,1524.791393
9300,1524.86277
9301,1525.144363
9302,1525.442027
9303,1526.52553
9304,1526.56851
9305,1527.996295
9306,1527.497219
9307,1529.473158
9308,1530.286991
9309,1532.038687
9310,1532.544115
9311,1531.908488
9312,1531.961079
9313,1530.348753
9314,1529.924947
9315,1531.557196
9316,1530.276377
9317,1529.112905
9318,1528.09467
9319,1527.640978
9320,1527.685736
9321,1526.425758
9322,1526.982684
9323,1527.067891
9324,1527.037992
9325,1525.743113
9326,1525.458532
9327,1524.794901
9328,1524.511197
9329,1524.816616
9330,1522.55021
9331,1519.757342
9332,1520.386443
9333,1521.10934
9334,1521.922936
9335,1522.863715
9336,1525.201186
9337,1523.839984
9338,1523.055417
9339,1524.371495
9340,1525.911715
9341,1526.993525
9342,1527.283901
9343,1527.81666
9344,1527.438864
9345,1528.062025
9346,1528.67992
9347,1529.982606
9348,1529.527172
9349,1529.375446
9350,1531.992443
9351,1532.909861
9352,1533.416293
9353,1532.919582
9354,1535.346064
9355,1536.562562
9356,1537.27567
9357,1538.279237
9358,1537.393705
9359,1537.547581
9360,1537.72106
9361,1537.234076
9362,1538.084147
9363,1538.174072
9364,1537.408097
9365,1537.913245
9366,1538.806418
9367,1538.967846
9368,1538.192046
9369,1538.710608
9370,1539.396358
9371,1539.571579
9372,1539.347066
9373,1539.254054
9374,1538.816092
9375,1537.380373
9376,1537.32818
9377,1536.591922
9378,1536.651814
9379,1537.345128
9380,1537.383621
9381,1535.979413
9382,1535.567005
9383,1533.604369
9384,1532.718334
9385,1532.373821
9386,1532.171373
9387,1530.420849
9388,1529.518269
9389,1530.779484
9390,1529.690414
9391,1527.930035
9392,1527.133046
9393,1527.16777
9394,1527.780039
9395,1527.393557
9396,1528.073328
9397,1527.48268
9398,1528.81719
9399,1528.88686
9400,1529.142507
9401,1529.72161
9402,1531.51415
9403,1531.144849
9404,1531.215446
9405,1531.522972
9406,1532.197736
9407,1532.091746
9408,1532.991694
9409,1533.916541
9410,1535.370437
9411,1534.661193
9412,1536.025704
9413,1530.111021
9414,1552.613253
9415,1553.399178
9416,1553.307989
9417,1554.533218
9418,1554.626847
9419,1554.870104
9420,1553.308987
9421,1552.919513
9422,1551.787468
9423,1551.754357
9424,1551.061471
9425,1552.026123
9426,1552.099343
9427,1553.551795
9428,1552.822657
9429,1552.063505
9430,1551.988472
9431,1551.662356
9432,1551.786999
9433,1550.343586
9434,1551.080448
9435,1549.880745
9436,1549.091102
9437,1549.796969
9438,1550.11012
9439,1549.014548
9440,1548.795874
9441,1548.308366
9442,1545.799831
9443,1544.277504
9444,1542.11783
9445,1541.273004
9446,1541.931373
9447,1541.761948
9448,1540.635457
9449,1540.444098
9450,1538.757936
9451,1538.264331
9452,1537.240632
9453,1536.845123
9454,1535.936962
9455,1532.973552
9456,1531.792342
9457,1531.350178
9458,1529.845135
9459,1528.164227
9460,1526.285062
9461,1525.580379
9462,1524.176845
9463,1523.966517
9464,1521.459421
9465,1520.227433
9466,1519.064976
9467,1517.806456
9468,1516.544959
9469,1514.948741
9470,1513.022063
9471,1510.432677
9472,1510.86094
9473,1509.040934
9474,1507.575418
9475,1507.640765
9476,1506.01134
9477,1507.505346
9478,1507.66984
9479,1508.44623
9480,1508.005984
9481,1508.795085
9482,1509.128595
9483,1510.727717
9484,1511.654834
9485,1513.413231
9486,1515.103038
9487,1514.003471
9488,1514.416691
9489,1515.134301
9490,1513.264218
9491,1514.823066
9492,1514.25115
9493,1513.660122
9494,1514.521828
9495,1516.207471
9496,1516.315518
9497,1516.402911
9498,1516.854367
9499,1516.405413
9500,1517.174295
9501,1517.342649
9502,1518.20739
9503,1519.448062
9504,1520.812114
9505,1521.638153
9506,1522.937284
9507,1523.038019
9508,1523.244628
9509,1525.304133
9510,1527.037139
9511,1528.383661
9512,1528.858448
9513,1530.083494
9514,1530.56907
9515,1529.836229
9516,1530.047358
9517,1530.093926
9518,1530.346885
9519,1529.577499
9520,1528.473683
9521,1528.576931
9522,1532.297496
9523,1532.194736
9524,1531.658089
9525,1530.537572
9526,1530.787771
9527,1529.407273
9528,1529.777703
9529,1529.857345
9530,1528.951241
9531,1528.693421
9532,1529.715356
9533,1528.486725
9534,1530.380249
9535,1531.408784
9536,1530.88755
9537,1530.667703
9538,1530.388843
9539,1530.673813
9540,1531.943321
9541,1532.137223
9542,1533.851546
9543,1536.611618
9544,1536.337236
9545,1537.501909
9546,1539.348122
9547,1540.021675
9548,1540.333218
9549,1540.942157
9550,1542.075655
9551,1543.840456
9552,1543.464619
9553,1544.8094
9554,1545.048814
9555,1543.489883
9556,1542.611578
9557,1541.665836
9558,1540.739989
9559,1540.215704
9560,1540.202979
9561,1539.694589
9562,1540.596243
9563,1539.537616
9564,1538.018296
9565,1537.560622
9566,1537.301138
9567,1537.038384
9568,1536.015671
9569,1535.582315
9570,1534.687678
9571,1534.129964
9572,1534.270104
9573,1534.653071
9574,1533.092922
9575,1534.467194
9576,1534.218536
9577,1535.451119
9578,1536.418964
9579,1536.756839
9580,1536.377938
9581,1536.770369
9582,1535.407241
9583,1534.808451
9584,1534.39196
9585,1534.974084
9586,1534.632815
9587,1533.696546
9588,1532.754841
9589,1531.310108
9590,1530.799447
9591,1530.957138
9592,1531.197088
9593,1529.730077
9594,1547.961931
9595,1562.68064
9596,1561.843762
9597,1563.936642
9598,1564.89566
9599,1566.605082
9600,1566.970166
9601,1569.524005
9602,1572.171771
9603,1571.062886
9604,1572.966892
9605,1575.316858
9606,1577.912813
9607,1578.669536
9608,1579.910646
9609,1581.851065
9610,1582.186706
9611,1582.904055
9612,1583.198359
9613,1582.020312
9614,1583.725688
9615,1584.483403
9616,1584.601637
9617,1584.101615
9618,1584.241109
9619,1585.28771
9620,1585.249303
9621,1585.26437
9622,1586.37764
9623,1587.09633
9624,1585.877279
9625,1586.344015
9626,1587.00289
9627,1587.141822
9628,1585.873062
9629,1585.860634
9630,1585.801574
9631,1584.572952
9632,1585.277468
9633,1585.563914
9634,1586.409753
9635,1585.615926
9636,1584.434577
9637,1585.460612
9638,1583.582889
9639,1581.639255
9640,1580.744834
9641,1580.169832
9642,1580.053838
9643,1579.239155
9644,1579.2057
9645,1578.221588
9646,1578.317225
9647,1577.559491
9648,1576.461083
9649,1575.99136
9650,1575.64413
9651,1574.686518
9652,1573.951056
9653,1574.606654
9654,1574.449918
9655,1571.306537
9656,1572.910808
9657,1572.689478
9658,1572.798321
9659,1573.331231
9660,1574.639245
9661,1573.52487
9662,1573.596985
9663,1573.845774
9664,1575.180633
9665,1577.553647
9666,1577.204157
9667,1579.121564
9668,1579.354432
9669,1579.594141
9670,1580.685969
9671,1582.044733
9672,1583.176987
9673,1583.153748
9674,1584.202262
9675,1583.857114
9676,1583.458336
9677,1582.741744
9678,1582.101806
9679,1581.913879
9680,1581.187424
9681,1581.46891
9682,1581.687359
9683,1581.900815
9684,1580.819976
9685,1581.453849
9686,1580.764106
9687,1580.742009
9688,1580.271382
9689,1581.617977
9690,1582.367074
9691,1581.278676
9692,1583.452544
9693,1584.091243
9694,1583.143222
9695,1584.54477
9696,1584.71707
9697,1583.497267
9698,1583.906624
9699,1584.076865
9700,1583.336142
9701,1582.117977
9702,1581.341734
9703,1581.414813
9704,1579.592305
9705,1579.927865
9706,1579.008012
9707,1576.818316
9708,1576.976876
9709,1577.395845
9710,1577.039247
9711,1574.262037
9712,1571.601677
9713,1571.811013
9714,1570.599613
9715,1569.924622
9716,1571.190171
9717,1573.389345
9718,1575.734172
9719,1577.403703
9720,1578.13296
9721,1579.133658
9722,1581.574486
9723,1582.282708
9724,1584.463016
9725,1584.910353
9726,1585.383473
9727,1585.47668
9728,1587.534104
9729,1589.124632
9730,1591.635964
9731,1592.373596
9732,1594.267595
9733,1593.623138
9734,1595.662525
9735,1596.889477
9736,1595.000281
9737,1594.455402
9738,1594.517117
9739,1594.251018
9740,1594.036872
9741,1594.729472
9742,1594.304953
9743,1594.147493
9744,1592.580525
9745,1590.893407
9746,1591.354333
9747,1591.998999
9748,1591.079953
9749,1591.238891
9750,1591.114872
9751,1591.135574
9752,1589.72534
9753,1588.878503
9754,1588.894884
9755,1589.819559
9756,1589.161951
9757,1588.301425
9758,1589.093558
9759,1588.384095
9760,1587.368369
9761,1586.086805
9762,1584.559674
9763,1584.105747
9764,1583.731269
9765,1582.001081
9766,1580.072399
9767,1580.226986
9768,1579.204785
9769,1578.84207
9770,1579.784767
9771,1580.183212
9772,1580.841919
9773,1579.025577
9774,1577.722423
9775,1560.631089
9776,1536.43294
9777,1538.885838
9778,1538.460311
9779,1539.672395
9780,1541.107317
9781,1542.891562
9782,1543.17275
9783,1542.69527
9784,1541.857043
9785,1542.574721
9786,1543.00719
9787,1542.191493
9788,1542.355361
9789,1543.55603
9790,1546.071646
9791,1546.720273
9792,1545.95842
9793,1548.172173
9794,1549.052163
9795,1549.615666
9796,1551.214308
9797,1550.02647
9798,1551.519003
9799,1551.917743
9800,1551.731266
9801,1550.774157
9802,1549.636057
9803,1548.629747
9804,1548.555109
9805,1549.352446
9806,1548.473644
9807,1548.411373
9808,1549.741526
9809,1551.071425
9810,1550.354435
9811,1550.661288
9812,1549.813757
9813,1550.015435
9814,1549.611389
9815,1547.915736
9816,1548.593028
9817,1548.873526
9818,1550.350145
9819,1550.598053
9820,1551.689773
9821,1552.270407
9822,1551.331957
9823,1550.672035
9824,1551.241091
9825,1552.761503
9826,1551.885817
9827,1551.912493
9828,1550.361854
9829,1550.976542
9830,1550.162134
9831,1549.398951
9832,1549.953302
9833,1549.952167
9834,1551.38544
9835,1552.230207
9836,1552.906579
9837,1552.230396
9838,1550.374535
9839,1548.010379
9840,1546.105667
9841,1543.805702
9842,1541.693739
9843,1539.896014
9844,1540.538358
9845,1538.078212
9846,1536.687741
9847,1535.192702
9848,1533.887697
9849,1532.84866
9850,1534.595901
9851,1533.738034
9852,1532.235346
9853,1531.377271
9854,1531.024448
9855,1530.559543
9856,1529.323697
9857,1529.377474
9858,1528.109147
9859,1527.399381
9860,1526.67843
9861,1526.367436
9862,1523.363103
9863,1521.247018
9864,1519.833956
9865,1517.287575
9866,1516.564349
9867,1514.290282
9868,1513.223708
9869,1511.800432
9870,1509.502255
9871,1507.360127
9872,1503.776085
9873,1502.54635
9874,1501.19982
9875,1500.551046
9876,1499.714802
9877,1499.157742
9878,1497.920035
9879,1497.391491
9880,1496.941572
9881,1496.752017
9882,1496.877833
9883,1496.843853
9884,1496.560062
9885,1496.91258
9886,1497.738077
9887,1496.89607
9888,1497.013663
9889,1496.996519
9890,1495.0208
9891,1495.40392
9892,1495.872821
9893,1496.800256
9894,1497.721339
9895,1498.583943
9896,1498.125679
9897,1497.312028
9898,1496.214062
9899,1494.74347
9900,1494.576374
9901,1493.925312
9902,1492.488385
9903,1491.162907
9904,1488.45801
9905,1486.6789
9906,1486.03588
9907,1485.122884
9908,1484.797327
9909,1485.725212
9910,1485.635966
9911,1485.384969
9912,1483.054756
9913,1482.60824
9914,1482.57588
9915,1482.661445
9916,1480.959777
9917,1481.562013
9918,1482.548073
9919,1484.188253
9920,1485.046984
9921,1486.658773
9922,1488.584461
9923,1489.606348
9924,1491.009185
9925,1492.027174
9926,1494.107196
9927,1495.821859
9928,1495.910224
9929,1497.534258
9930,1499.29463
9931,1501.723021
9932,1503.574135
9933,1506.188767
9934,1507.638321
9935,1506.358754
9936,1507.888533
9937,1507.962661
9938,1507.680243
9939,1508.204631
9940,1509.908647
9941,1511.030885
9942,1511.147545
9943,1513.426122
9944,1514.309258
9945,1515.362776
9946,1516.013618
9947,1516.575874
9948,1516.295897
9949,1516.908978
9950,1516.827248
9951,1517.485105
9952,1517.794121
9953,1519.383165
9954,1520.312249
9955,1520.509425
9956,1516.787758
9957,1484.266146
9958,1484.648179
9959,1484.892446
9960,1484.471601
9961,1484.433749
9962,1483.712076
9963,1482.809071
9964,1483.462803
9965,1484.49885
9966,1485.852354
9967,1486.570439
9968,1487.526501
9969,1488.648234
9970,1486.770885
9971,1486.495454
9972,1487.83364
9973,1487.742582
9974,1486.876741
9975,1486.319226
9976,1486.856428
9977,1487.351616
9978,1488.091823
9979,1489.445829
9980,1490.984702
9981,1492.684195
9982,1491.62025
9983,1490.745409
9984,1489.508886
9985,1489.335576
9986,1488.528779
9987,1489.311067
9988,1488.525369
9989,1486.566524
9990,1484.634209
9991,1483.802817
9992,1483.131567
9993,1481.7227
9994,1481.420784
9995,1481.248757
9996,1482.042072
9997,1481.9718
9998,1484.509708
9999,1484.21349
10000,1485.993889
10001,1487.679692
10002,1487.854623
10003,1489.853319
10004,1491.907048
10005,1491.882124
10006,1492.292448
10007,1494.343259
10008,1495.264973
10009,1498.110155
10010,1500.203838
10011,1500.41573
10012,1502.11252
10013,1503.7394
10014,1503.119506
10015,1502.067656
10016,1501.981401
10017,1501.178098
10018,1502.677893
10019,1504.398278
10020,1504.722191
10021,1505.738781
10022,1507.734048
10023,1510.492691
10024,1512.870926
10025,1514.702765
10026,1515.563401
10027,1515.552419
10028,1516.258182
10029,1517.885954
10030,1519.605921
10031,1521.701811
10032,1521.6034
10033,1524.155736
10034,1525.060902
10035,1526.042206
10036,1528.293111
10037,1530.12889
10038,1527.68129
10039,1524.117391
10040,1524.22609
10041,1522.5376
10042,1519.966569
10043,1518.963655
10044,1518.935778
10045,1516.937709
10046,1515.117977
10047,1513.990069
10048,1512.131996
10049,1509.706495
10050,1509.478419
10051,1509.551938
10052,1508.914957
10053,1508.94083
10054,1507.629951
10055,1506.158058
10056,1504.650327
10057,1503.822847
10058,1504.142178
10059,1501.770589
10060,1501.584525
10061,1501.698799
10062,1500.173206
10063,1498.419017
10064,1497.04784
10065,1496.137363
10066,1495.947901
10067,1495.012424
10068,1493.688061
10069,1495.290701
10070,1493.432422
10071,1492.711563
10072,1492.364894
10073,1491.05348
10074,1491.056624
10075,1490.921842
10076,1490.843773
10077,1490.982827
10078,1491.095951
10079,1491.350084
10080,1490.376774
10081,1490.096027
10082,1489.357806
10083,1487.975921
10084,1489.204419
10085,1490.802372
10086,1489.943788
10087,1490.868695
10088,1490.298567
10089,1490.675689
10090,1489.97172
10091,1488.871276
10092,1486.94384
10093,1486.36096
10094,1485.831035
10095,1485.975965
10096,1485.448437
10097,1484.461872
10098,1484.433084
10099,1484.408848
10100,1485.531906
10101,1484.027722
10102,1482.725146
10103,1480.905349
10104,1481.270229
10105,1480.694028
10106,1479.410234
10107,1481.239717
10108,1481.53165
10109,1481.97696
10110,1482.353607
10111,1481.053159
10112,1480.893181
10113,1479.795298
10114,1480.056595
10115,1479.879454
10116,1479.082293
10117,1478.661378
10118,1479.600938
10119,1480.17791
10120,1480.732027
10121,1480.810846
10122,1478.824837
10123,1479.965633
10124,1479.168964
10125,1479.811269
10126,1481.045242
10127,1481.255828
10128,1480.556425
10129,1480.291273
10130,1480.020951
10131,1480.342293
10132,1479.989879
10133,1480.196191
10134,1479.618474
10135,1479.305019
10136,1479.53201
10137,1473.28475
10138,1477.154356
10139,1477.420211
10140,1479.432606
10141,1480.293848
10142,1481.118675
10143,1483.136234
10144,1483.975902
10145,1486.236036
10146,1485.327246
10147,1486.836662
10148,1487.976116
10149,1487.771658
10150,1486.442558
10151,1486.362115
10152,1488.262014
10153,1488.383709
10154,1489.640148
10155,1491.088174
10156,1491.105916
10157,1491.942345
10158,1492.760299
10159,1492.034195
10160,1493.265114
10161,1493.626659
10162,1495.31748
10163,1496.764754
10164,1497.461854
10165,1497.475299
10166,1498.335322
10167,1498.745679
10168,1499.602789
10169,1499.982196
10170,1500.823816
10171,1501.290705
10172,1501.631383
10173,1503.623884
10174,1503.990758
10175,1503.787631
10176,1504.241341
10177,1505.66234
10178,1505.869909
10179,1505.86569
10180,1506.835274
10181,1507.450783
10182,1507.891456
10183,1508.895131
10184,1511.563742
10185,1512.191764
10186,1511.964767
10187,1511.827708
10188,1510.849176
10189,1511.116185
10190,1511.017338
10191,1511.925313
10192,1512.749887
10193,1515.391345
10194,1516.079714
10195,1517.991701
10196,1517.870357
10197,1518.302647
10198,1517.987148
10199,1519.44902
10200,1519.570028
10201,1519.714986
10202,1520.80745
10203,1521.403021
10204,1521.645045
10205,1523.700789
10206,1524.167115
10207,1525.13797
10208,1525.461663
10209,1526.749903
10210,1528.453316
10211,1529.260513
10212,1530.693597
10213,1529.972079
10214,1530.952129
10215,1532.585974
10216,1533.454983
10217,1534.392456
10218,1534.88795
10219,1533.261265
10220,1532.168927
10221,1532.748971
10222,1534.021836
10223,1534.010453
10224,1532.482135
10225,1530.720184
10226,1531.134443
10227,1530.246724
10228,1528.663401
10229,1527.197548
10230,1525.177904
10231,1524.604742
10232,1522.649854
10233,1522.863008
10234,1523.557045
10235,1522.541812
10236,1524.299148
10237,1522.772179
10238,1523.202462
10239,1521.236795
10240,1521.522028
10241,1519.627265
10242,1517.227618
10243,1516.225226
10244,1515.027301
10245,1514.075143
10246,1514.20253
10247,1511.591693
10248,1512.296621
10249,1511.484223
10250,1511.361787
10251,1510.271782
10252,1509.502994
10253,1509.827181
10254,1509.353927
10255,1507.519367
10256,1504.920034
10257,1504.357726
10258,1503.844679
10259,1505.249321
10260,1504.820846
10261,1506.61113
10262,1505.877058
10263,1506.988061
10264,1507.052029
10265,1506.308827
10266,1507.917116
10267,1508.38209
10268,1507.878416
10269,1507.170372
10270,1507.981353
10271,1508.668936
10272,1507.977224
10273,1507.888412
10274,1508.686628
10275,1510.337048
10276,1509.387851
10277,1509.714897
10278,1510.482642
10279,1511.294454
10280,1510.019303
10281,1510.61002
10282,1510.691495
10283,1511.060535
10284,1511.743736
10285,1511.512483
10286,1511.585117
10287,1512.939724
10288,1514.081139
10289,1514.25143
10290,1514.714647
10291,1514.558046
10292,1515.73252
10293,1515.312917
10294,1515.108541
10295,1515.602106
10296,1515.097269
10297,1515.559309
10298,1517.392994
10299,1518.018972
10300,1520.269078
10301,1522.131219
10302,1521.615317
10303,1522.593864
10304,1523.481455
10305,1525.07157
10306,1525.462837
10307,1527.691846
10308,1526.929777
10309,1527.655179
10310,1527.915719
10311,1529.527587
10312,1530.996842
10313,1530.937859
10314,1530.98242
10315,1529.446152
10316,1530.01085
10317,1531.610196
10318,1553.052314
10319,1555.404089
10320,1556.378653
10321,1556.770575
10322,1557.954551
10323,1559.408248
10324,1558.308475
10325,1559.601044
10326,1562.222804
10327,1563.641883
10328,1565.096758
10329,1565.206719
10330,1567.045288
10331,1569.270703
10332,1570.212495
10333,1569.90548
10334,1569.739209
10335,1570.896607
10336,1572.280286
10337,1572.629877
10338,1572.937151
10339,1573.832918
10340,1574.57419
10341,1574.214102
10342,1573.896839
10343,1573.094145
10344,1572.656681
10345,1571.376117
10346,1570.732858
10347,1569.835657
10348,1568.263409
10349,1569.32357
10350,1571.328537
10351,1571.202823
10352,1571.543279
10353,1570.906269
10354,1570.66274
10355,1571.275603
10356,1570.649626
10357,1571.31894
10358,1571.67702
10359,1571.75902
10360,1571.923608
10361,1570.333347
10362,1569.338037
10363,1570.442798
10364,1569.718772
10365,1572.602191
10366,1572.870825
10367,1574.660836
10368,1575.413078
10369,1575.493512
10370,1575.969277
10371,1576.432862
10372,1575.75509
10373,1578.142174
10374,1577.489214
10375,1576.217938
10376,1576.450541
10377,1576.917473
10378,1577.561342
10379,1578.108143
10380,1577.151694
10381,1577.608915
10382,1576.603092
10383,1576.834009
10384,1576.179443
10385,1573.934135
10386,1573.892542
10387,1573.052094
10388,1573.577774
10389,1572.632139
10390,1573.138272
10391,1572.808698
10392,1574.279019
10393,1575.058718
10394,1575.599861
10395,1575.390705
10396,1575.384149
10397,1576.024038
10398,1574.697374
10399,1574.59889
10400,1575.478717
10401,1576.359315
10402,1576.768911
10403,1576.081733
10404,1575.7725
10405,1575.246005
10406,1577.102182
10407,1577.942401
10408,1576.933458
10409,1578.935693
10410,1579.255401
10411,1579.563629
10412,1579.543056
10413,1580.08056
10414,1580.70365
10415,1580.8325
10416,1582.07103
10417,1581.946296
10418,1580.632954
10419,1580.054168
10420,1580.919624
10421,1581.140312
10422,1580.184001
10423,1580.803095
10424,1580.987049
10425,1581.729809
10426,1581.119287
10427,1581.051376
10428,1581.39472
10429,1582.324327
10430,1580.296325
10431,1580.48043
10432,1581.109988
10433,1580.913706
10434,1580.757232
10435,1582.046774
10436,1582.67987
10437,1582.741018
10438,1582.609454
10439,1582.963404
10440,1585.054368
10441,1585.455626
10442,1584.255208
10443,1583.147894
10444,1584.627849
10445,1584.907466
